season,season_start_year,month,geography,estimate_50_64_years,estimate_ge_65_years,estimate_6_months_4_years,estimate_5_12_years,estimate_13_17_years,estimate_18_49_years,ci_lower_50_64_years,ci_lower_ge_65_years,ci_lower_6_months_4_years,ci_lower_5_12_years,ci_lower_13_17_years,ci_lower_18_49_years,ci_upper_50_64_years,ci_upper_ge_65_years,ci_upper_6_months_4_years,ci_upper_5_12_years,ci_upper_13_17_years,ci_upper_18_49_years,sample_size_50_64_years,sample_size_ge_65_years,sample_size_6_months_4_years,sample_size_5_12_years,sample_size_13_17_years,sample_size_18_49_years
2019-20,2019,12,Region 9,47.7,62.9,45.1,50.2,43.9,28.2,41,56,38.1,46,38.2,20.8,54.4,69.8,52.2,54.5,49.7,35.6,2888,1723,4555,4606,542,688
2020-21,2020,1,National,12,24.6,8.7,22.2,20.8,7.4,7.8,21.5,3.4,19.4,17,3.6,16.2,27.7,14,25,24.6,11.2,3555,4136,4081,3440,3599,2435
2020-21,2020,1,Region 1,18.2,31.2,15,21.9,16.7,1,13.5,25.7,8.9,17.6,9.4,0,22.9,36.8,21,26.1,24,5.5,1590,400,4493,3189,3402,850
2020-21,2020,1,Region 10,18.2,31.1,17.8,18,11.1,1,15.1,27.8,12.8,14.5,8.5,0,21.4,34.5,22.8,21.5,13.7,5.6,3928,3535,4166,1827,756,2058
2020-21,2020,1,Region 2,19.7,41.9,11.2,18.9,12.9,1.3,15.6,38.9,6.7,13.5,9,0,23.7,45,15.7,24.4,16.8,6.6,5246,1736,4457,4140,3181,3333
2020-21,2020,1,Region 3,17,25.8,8.8,23.2,27.3,7.9,13.1,20.9,3.1,20.4,22.1,4.2,20.9,30.8,14.4,25.9,32.5,11.6,3434,5212,562,2295,918,4852
2020-21,2020,1,Region 4,16.5,24.6,9.5,12.8,15.2,1,9.1,17.6,2.9,7.4,9.4,0,23.9,31.6,16.1,18.3,21.1,5.9,2600,2516,2043,4819,1905,5494
2020-21,2020,1,Region 5,12.5,32.9,13.1,19,11.2,1,8.3,29,6.9,15.7,8.6,0,16.7,36.7,19.3,22.3,13.9,5.3,2819,3810,2751,1761,1180,1521
2020-21,2020,1,Region 6,23.6,32.1,1.3,22.7,19.8,1.4,19.6,28.7,0,19.2,14.6,0,27.7,35.6,3.8,26.3,24.9,6.9,1757,1583,3097,804,577,1249
2020-21,2020,1,Region 7,9.5,34.7,4.2,30.5,22.9,8.1,2.4,28.5,1.4,27.1,18.3,2.2,16.7,40.9,7,33.8,27.6,14,3855,2944,4557,4407,1429,2598
2020-21,2020,1,Region 8,10.5,29.6,10.2,19.6,22.5,1.1,4.6,22.5,7,16.1,17.3,0,16.4,36.7,13.3,23.2,27.6,8.3,4552,3478,1667,2670,2465,364
2020-21,2020,1,Region 9,10.6,29.6,12.4,22.2,19.4,4.7,3.2,25.7,6.4,19.5,12.6,1.5,17.9,33.6,18.5,24.8,26.1,7.9,1763,2153,4257,2074,1624,3934
2020-21,2020,2,National,16.1,36.3,10.4,28.4,22.2,2.7,11.9,30.4,4.8,24.3,17.3,0,20.4,42.1,16,32.5,27.1,5.6,2645,3752,1635,2248,2248,4575
2020-21,2020,2,Region 1,17.4,34.5,8.7,27.2,14.4,2.3,14.5,28,3.8,23.3,11,0,20.3,40.9,13.7,31.1,17.9,9.8,3405,819,2201,2060,4184,3686
2020-21,2020,2,Region 10,11.3,37.7,10,26.9,20.6,4,4.8,32.3,4.5,20.6,17.1,0.4,17.7,43,15.5,33.2,24.1,7.6,902,4702,1908,4673,544,1241
2020-21,2020,2,Region 2,17.5,34.9,9.8,24.8,19.4,2,10,28.6,2.5,20.9,14.9,0,25,41.2,17.2,28.7,23.9,5.6,3421,5073,3894,2855,3354,841
2020-21,2020,2,Region 3,24.9,32.5,20.4,27.8,19.7,11.1,19.5,25.1,13.4,22,15,8.2,30.3,40,27.4,33.6,24.4,14,467,2925,363,1519,2130,3681
2020-21,2020,2,Region 4,14.6,24,8.4,22.9,17.1,7.2,12,16.9,5.1,17.2,13.7,1.4,17.1,31.1,11.7,28.5,20.6,13.1,5297,2379,4974,2517,3590,2068
2020-21,2020,2,Region 5,24.6,35.3,1,21.1,20.5,6,21.1,30.7,0,17.3,14.4,0,28.1,39.9,5.7,24.9,26.6,12.6,4663,4186,3545,1096,3492,2867
2020-21,2020,2,Region 6,15.9,36.4,16.1,24.3,25,7.4,10.7,31.3,11.8,20.5,20.6,3.6,21.1,41.6,20.3,28.1,29.4,11.2,4117,3874,3162,1419,2258,1799
2020-21,2020,2,Region 7,19,35.9,14.3,31.8,21,9.2,13.6,30.6,9.1,28.4,13.8,5.9,24.4,41.1,19.6,35.2,28.1,12.5,5457,1375,1690,1795,2504,259
2020-21,2020,2,Region 8,13.6,34.1,13.4,27.3,19.8,2.7,7.2,28.6,6.7,20,15.6,0,19.9,39.6,20.1,34.6,23.9,9.1,4053,3775,941,841,1032,3780
2020-21,2020,2,Region 9,15.5,37.5,19.4,22.9,23,14.2,12.3,33.7,12.9,17.8,18.4,11.7,18.7,41.3,26,28.1,27.7,16.7,3610,2832,846,800,861,5317
2020-21,2020,3,National,21.9,36.3,18.2,31.6,21.7,11,16.2,30,12,27.7,14.8,6.3,27.6,42.6,24.4,35.5,28.6,15.6,1717,1775,2763,2193,1830,929
2020-21,2020,3,Region 1,29.4,40.5,12.4,29.7,24.1,13,23.7,36.1,7.7,27.2,18.1,8.4,35.2,45,17,32.2,30.1,17.7,1811,1638,1474,1369,3975,3723
2020-21,2020,3,Region 10,19.9,38.8,18.3,30.4,21.6,6.9,15.6,35.6,11,27.9,18.9,3.5,24.2,42,25.6,33,24.4,10.4,5075,3446,1868,4195,867,1122
2020-21,2020,3,Region 2,23.6,35.1,10.2,22.1,28.3,6,18.7,30.4,3.2,16.6,22.8,3,28.6,39.8,17.1,27.6,33.8,8.9,2205,416,3784,1493,4643,993
2020-21,2020,3,Region 3,24.1,37.9,18.6,31.9,27.8,11.1,21.2,32.6,15.6,28.7,21.8,7.7,26.9,43.1,21.7,35.1,33.8,14.5,549,3451,1216,1629,1715,2848
2020-21,2020,3,Region 4,23,41.7,11.6,33,18.5,9.7,18.1,39.1,5.8,29.6,13.9,7.1,27.9,44.2,17.3,36.4,23.1,12.3,1333,433,5276,3596,629,1409
2020-21,2020,3,Region 5,27.8,46,20.8,28.8,32.4,10.1,20.9,42.9,17.2,25.5,27.3,2.6,34.8,49.1,24.4,32.2,37.5,17.6,595,1616,2126,1687,4100,526
2020-21,2020,3,Region 6,16.6,41.3,17.8,28.5,24.8,5.1,13.8,38.4,13,25.4,21.2,1.6,19.5,44.2,22.6,31.6,28.3,8.6,5123,4888,4711,637,2689,2821
2020-21,2020,3,Region 7,29.6,48.5,10.9,31.9,30,7.9,24.3,41.9,7.5,26.2,27.2,3.1,34.9,55.1,14.2,37.5,32.8,12.8,2898,1962,1833,4118,3190,5370
2020-21,2020,3,Region 8,15,41.2,16.8,27,22.4,6.4,11.5,38,9.7,20.1,19.3,3.8,18.5,44.4,23.8,33.8,25.6,9,2202,1618,419,4282,302,1037
2020-21,2020,3,Region 9,24.1,47.2,20.7,25.7,29.5,7.5,19.4,42.8,18.1,19.9,26.1,3.3,28.9,51.6,23.2,31.6,32.9,11.8,1130,2292,3317,5237,4940,1024
2020-21,2020,4,National,24.7,42.5,20.5,34.9,25.8,11.5,21.6,36.8,15.5,29.1,18.9,8.8,27.8,48.1,25.4,40.7,32.7,14.2,646,963,2755,1681,3250,4153
2020-21,2020,4,Region 1,31.7,41.4,20.6,36.5,25.8,14.3,27.4,34.6,16.1,32.3,18.9,10,36,48.2,25.1,40.6,32.6,18.5,4043,3761,5291,1164,638,1048
2020-21,2020,4,Region 10,20.9,40.9,15.7,40,25.7,18.9,15.4,37.7,8.7,37,22,13.5,26.5,44.1,22.8,42.9,29.4,24.3,2517,1214,3813,2257,1232,2291
2020-21,2020,4,Region 2,16.6,44.2,12.6,38.6,32.9,15.4,13.1,37.9,6.2,33.5,29.7,9.5,20.1,50.5,19.1,43.8,36.2,21.3,3188,5273,3873,2899,3303,2662
2020-21,2020,4,Region 3,31.2,42.2,26.5,30.7,27.6,22.2,27.4,34.9,21.5,25.5,20.9,16.9,35,49.6,31.5,36,34.4,27.5,3005,3620,4686,3949,4081,4441
2020-21,2020,4,Region 4,19.6,48.6,20.4,24.6,23.7,15.8,13.6,46.1,15.3,21.1,19.5,12.5,25.6,51.1,25.6,28.2,27.8,19.2,1530,947,4284,1515,383,2025
2020-21,2020,4,Region 5,25.5,47.1,23.2,30.8,30.7,20.5,22.2,43.5,20.4,24.8,25.5,13.9,28.7,50.7,26,36.8,35.9,27.1,1253,397,1673,953,1659,3259
2020-21,2020,4,Region 6,24.4,39.3,25.1,29.3,24.8,14,21,33.4,21.1,25.7,22.3,8.4,27.8,45.1,29.1,32.9,27.3,19.7,1699,1080,1364,4101,453,4912
2020-21,2020,4,Region 7,22.9,42.8,26.6,41.8,33.2,16.3,16.5,36.1,20.5,34.8,27.9,10,29.4,49.6,32.6,48.8,38.6,22.5,935,5440,606,2185,1119,4802
2020-21,2020,4,Region 8,24.4,44.4,19.1,30.8,23.4,15.3,21.7,41.8,14.8,25.1,17.8,10.2,27.1,47.1,23.3,36.5,29,20.4,4781,1168,4725,1361,2745,5100
2020-21,2020,4,Region 9,31.8,50.4,18.3,32.8,28.7,6.4,24.8,47.4,11.9,29.5,25.2,1.4,38.8,53.4,24.8,36,32.1,11.5,4375,5401,3502,413,1811,4249
2020-21,2020,5,National,30.6,48.6,26.1,41.7,35.6,16.9,23.3,42,19.5,39.1,32.1,12.1,37.8,55.1,32.7,44.3,39.2,21.7,3365,4500,4020,3481,2392,4194
2020-21,2020,5,Region 1,38.3,42.7,35.8,38.5,36.3,15.1,31,36.6,31.5,35.6,30.7,12,45.7,48.8,40.2,41.4,41.9,18.3,1165,2521,3817,4693,900,3397
2020-21,2020,5,Region 10,30,42.5,21.1,33.7,37.9,10,27,36.6,18.1,29.2,34.7,4.2,33.1,48.4,24.1,38.3,41.1,15.8,5419,3870,5284,1151,2204,1565
2020-21,2020,5,Region 2,25.9,46.2,23,35.4,40.9,21.8,20.9,41.4,17.6,30.3,37.9,17,31,51,28.4,40.4,43.9,26.6,3437,1731,1451,1491,2008,470
2020-21,2020,5,Region 3,35.4,40.9,33.7,43.4,36.1,16.7,29.4,36.4,26.4,36.9,29.3,10.3,41.5,45.4,40.9,49.9,42.9,23,887,4639,3239,4760,4247,2033
2020-21,2020,5,Region 4,30.9,46.5,19.8,37,38.1,24.1,24.1,41.9,12.5,30,31,19.9,37.8,51.2,27.2,44,45.2,28.3,4618,5391,1515,3689,4754,1768
2020-21,2020,5,Region 5,32.9,50.6,28.5,35.5,31.4,16.7,27.7,43.5,21.6,32.1,26.8,12.2,38.1,57.8,35.4,38.9,36.1,21.2,3303,1325,3259,569,1142,1845
2020-21,2020,5,Region 6,29.2,55.9,23.6,41.9,32.5,17.6,23.3,50.6,18.6,37.2,26.1,13.4,35,61.2,28.5,46.5,38.9,21.7,5400,4328,2040,492,4771,1211
2020-21,2020,5,Region 7,34.5,46.1,16.7,32.3,29.7,15.8,27.1,39.1,13.9,26.5,25.1,8.9,41.9,53,19.4,38,34.3,22.6,5243,2280,1945,4457,2710,1058
2020-21,2020,5,Region 8,29.4,50.5,23,32,30.8,17.6,24.1,45.6,16,24.9,25.6,13.2,34.6,55.5,30,39.1,36.1,21.9,3357,4390,682,3935,3581,1091
2020-21,2020,5,Region 9,23.9,54.4,25.3,48,23.6,18.1,20.8,48.2,17.8,41.4,17.9,13.8,27,60.5,32.8,54.7,29.3,22.4,3647,3066,1899,325,2280,1054
2020-21,2020,6,National,34.1,49.9,34.5,39,44,21.1,30.9,45,29.3,32.9,39,17,37.3,54.8,39.7,45,49,25.3,1186,4362,5321,901,3847,807
2020-21,2020,6,Region 1,33.3,48.6,34.5,48.3,38.6,23.6,27.7,42.2,29.3,44.4,34.2,18.9,38.9,55,39.7,52.3,42.9,28.4,2156,1861,3326,494,270,4719
2020-21,2020,6,Region 10,30,53,31.1,36.5,28.4,25.9,23.1,49.3,23.9,30.9,21.2,20.4,36.8,56.7,38.4,42.1,35.7,31.5,3393,2169,2856,4499,4475,1695
2020-21,2020,6,Region 2,37.2,45.6,24.3,40.6,41.2,24.4,33.1,40.7,17.7,37,34.3,17.2,41.4,50.5,30.9,44.1,48.1,31.5,4529,4892,2931,1532,4894,2887
2020-21,2020,6,Region 3,34,59.8,31.3,42,42.7,24.2,30.5,52.9,24.6,34.7,36.1,18.1,37.4,66.6,37.9,49.3,49.2,30.3,5002,3214,1966,966,2452,2081
2020-21,2020,6,Region 4,40,58.6,32.3,42.4,34.9,24.8,34.3,51.5,27.2,37.3,29.1,18.8,45.6,65.7,37.5,47.6,40.6,30.8,1309,3851,3544,395,2444,1714
2020-21,2020,6,Region 5,38.9,51.9,30.4,40.2,35,21.9,35.2,49,26.7,36.3,27.5,16,42.6,54.8,34.1,44.1,42.5,27.8,1664,3609,1773,2835,5358,4068
2020-21,2020,6,Region 6,34.4,49.4,31.7,40.5,39.7,21.1,30.2,46,24.2,34.5,34.4,14.1,38.6,52.8,39.2,46.5,45.1,28.1,2903,4013,5164,4879,1908,822
2020-21,2020,6,Region 7,34.3,45.1,34.9,43.8,44,16.5,27.9,40.7,31.3,37,40.8,10.6,40.7,49.5,38.4,50.6,47.2,22.4,5082,3872,2049,1520,1829,3075
2020-21,2020,6,Region 8,35.1,52.7,35.1,39.8,36.1,21.3,29.7,48.3,29.2,32.6,32.7,15.3,40.4,57.1,41,47.1,39.6,27.2,2698,3337,1892,5479,4590,1049
2020-21,2020,6,Region 9,35.5,53.9,35.9,44.4,41.1,22.9,28.2,46.4,31.7,40.8,35,15.7,42.8,61.4,40.1,48.1,47.3,30.2,3972,2737,1173,4398,4302,1361
2020-21,2020,7,National,40.8,50.8,33.3,50.3,43.1,25.7,38.1,45.3,27.3,47,39.5,19.6,43.6,56.4,39.3,53.6,46.7,31.9,1825,2097,979,4924,4147,2031
2020-21,2020,7,Region 1,44.9,57.6,40.8,58.5,37.3,26.7,39.3,50.2,33.5,52.6,33.6,19.6,50.6,64.9,48.1,64.4,41,33.8,1814,4576,1326,4596,5347,605
2020-21,2020,7,Region 10,37.2,52.2,31.6,49.5,43.2,26.8,34.1,45.6,24.6,43.8,38.8,20.8,40.3,58.7,38.5,55.2,47.7,32.7,3955,2482,3238,1675,3871,3452
2020-21,2020,7,Region 2,31.1,59.9,31.5,46.3,36.5,24.8,25.3,57.3,27.4,41.3,33.4,19.1,36.9,62.5,35.5,51.3,39.6,30.5,1050,3571,5245,3979,1435,1859
2020-21,2020,7,Region 3,39.6,59.2,39.1,49.4,47.1,36.1,32.8,56,33.1,42.9,42.2,33.2,46.4,62.4,45.2,55.9,51.9,38.9,4505,3456,3879,984,4443,4018
2020-21,2020,7,Region 4,37.6,52,34,54.8,45.6,25.1,32.3,45.6,29.7,47.9,39,20.3,42.9,58.4,38.2,61.7,52.3,29.9,2426,3194,3684,5150,4491,3950
2020-21,2020,7,Region 5,36.9,55.6,31.3,49.7,37,27.6,31,51.8,25.6,46.3,29.7,23.5,42.9,59.4,36.9,53.2,44.3,31.6,2643,826,2877,2710,1170,511
2020-21,2020,7,Region 6,36.7,53.6,41,50.8,40.9,25.8,33.5,51,36.7,47.3,35.7,22.7,40,56.1,45.3,54.3,46,28.8,2750,1385,422,2399,749,2458
2020-21,2020,7,Region 7,41.9,54.5,43.3,49.6,42.6,27.1,36.2,51.1,36.2,45.3,39.7,23.3,47.7,57.8,50.5,54,45.5,30.9,3376,1637,3800,2747,4489,3022
2020-21,2020,7,Region 8,45.4,61.4,43.4,45.2,43.7,28.9,41.7,56.3,37.4,42.2,38.8,26.3,49.2,66.5,49.3,48.2,48.6,31.5,4145,270,746,3426,1080,2174
2020-21,2020,7,Region 9,39.2,50.3,35.7,46.5,42.4,30.9,32.9,45.9,28.4,40.5,38.8,26.6,45.5,54.7,43,52.5,45.9,35.2,5415,3439,427,4305,5465,484
2020-21,2020,8,National,40.3,64.8,40.3,51.4,46.2,24.5,36.7,60.7,34.3,44.3,39.3,17,44,69,46.3,58.5,53.1,31.9,4952,740,5217,3180,1163,650
2020-21,2020,8,Region 1,39.7,65.1,39.1,48.5,50.4,31.4,35.5,62.6,36.1,45.2,42.9,26.1,43.9,67.7,42.1,51.8,57.8,36.7,3842,374,3370,4250,1737,2405
2020-21,2020,8,Region 10,41.1,55.1,35.4,55.1,42.1,34.6,35.3,52.2,31.5,49.1,35.3,29.7,46.9,57.9,39.4,61.1,48.9,39.6,2717,2719,550,1068,4439,3403
2020-21,2020,8,Region 2,49.4,62.8,36.1,48.6,41.3,22.7,43.4,57.4,30,43.5,37.2,19.3,55.3,68.2,42.2,53.7,45.5,26,616,5118,2490,3300,3292,4022
2020-21,2020,8,Region 3,42.8,64.8,36.2,46.9,51,28.5,38.3,60.9,31.2,41.1,46.1,24.5,47.2,68.7,41.1,52.7,55.9,32.6,3965,4512,737,5238,1766,2656
2020-21,2020,8,Region 4,37.8,66,30.5,50.6,50.1,37.8,31.8,62.1,26.9,43.2,45.3,31,43.7,69.9,34,58.1,54.9,44.6,3848,1753,1990,4329,506,2321
2020-21,2020,8,Region 5,48,65.5,39.9,52.8,44.7,29.8,45.3,61,35,48.7,38.3,24.7,50.7,70,44.8,57,51.1,34.9,957,399,4707,2402,2324,4516
2020-21,2020,8,Region 6,35.6,70.4,35.7,50.7,44.4,33.6,31.5,66.2,32.1,45.6,37.6,27.3,39.7,74.7,39.2,55.8,51.1,39.9,2646,638,2916,783,2912,813
2020-21,2020,8,Region 7,45.5,62.9,40.4,49.9,50.6,32.2,41,58.7,34.8,46.3,44.1,28.6,50,67.1,45.9,53.4,57.1,35.8,3691,5233,1288,3288,5362,2191
2020-21,2020,8,Region 8,44.4,58,35.2,40.6,48.4,24.7,41,51.2,31.2,34.6,45.2,17.4,47.7,64.8,39.2,46.6,51.7,31.9,2350,3464,4850,3806,2033,3832
2020-21,2020,8,Region 9,47,63.5,46.3,50.2,41.9,36.9,44.4,58.3,39,47.7,35.3,30,49.5,68.8,53.6,52.8,48.4,43.7,969,5463,1863,4844,1925,2699
2020-21,2020,9,National,42.4,59.8,36.8,45.7,46.3,22.7,35.5,53.8,30.2,41.1,41.8,18.1,49.4,65.8,43.3,50.4,50.7,27.2,1904,2515,4754,350,5226,2968
2020-21,2020,9,Region 1,39.4,57.2,41.7,56.7,41.4,29.1,35.8,52.1,37.3,52.5,37.6,25,43.1,62.3,46.1,60.9,45.2,33.3,675,1436,4512,1883,3800,1722
2020-21,2020,9,Region 10,36.8,56.3,34,53.3,55.2,25.8,32.1,49.4,27.7,48.3,48.1,19,41.5,63.2,40.3,58.3,62.3,32.5,5496,2629,3472,4148,3217,1334
2020-21,2020,9,Region 2,45.8,60.9,31.8,51,47.9,29.7,42.2,58.1,25.7,48.1,41.5,24.6,49.5,63.8,38,53.9,54.3,34.8,890,600,4152,3862,4057,3286
2020-21,2020,9,Region 3,45.5,63.7,43.5,54.6,44.8,31.9,39,59.3,39.6,50.2,40.1,25.5,52.1,68.2,47.5,59.1,49.4,38.4,493,4795,3697,4210,1889,545
2020-21,2020,9,Region 4,38.7,60.4,35.1,52.1,46.6,35.5,35.2,57.2,28.8,45.7,43.4,31.2,42.2,63.5,41.4,58.5,49.8,39.9,1775,2065,1654,4165,4261,2603
2020-21,2020,9,Region 5,49.8,63.5,41.6,49.2,42,37,42.8,56.6,37.8,43.6,36.6,32,56.9,70.5,45.4,54.8,47.3,42,3071,733,5038,4140,4738,4686
2020-21,2020,9,Region 6,37.8,64.8,43.1,52.1,45.1,35.8,31.8,60.4,38.7,48.2,41,30.9,43.7,69.1,47.6,56.1,49.1,40.7,1113,2091,2621,5466,4742,1703
2020-21,2020,9,Region 7,49.1,66.6,36.9,53.2,47.1,32,43.4,59.3,32.5,48.5,40.3,24.5,54.9,73.9,41.3,58,53.9,39.5,3857,2854,4013,880,4169,4883
2020-21,2020,9,Region 8,45.1,54.7,33.9,48.2,43.6,26.6,39.8,51.7,27.2,42.5,40.9,21.6,50.4,57.6,40.6,53.8,46.3,31.7,1312,1975,988,3469,4984,1269
2020-21,2020,9,Region 9,41.9,58.2,39,49,42.8,25.9,35.1,54.4,32.5,42.9,38.2,19.1,48.6,62,45.4,55.1,47.4,32.8,3929,4156,1430,1984,1499,4549
2020-21,2020,10,National,51,61.3,38.9,51.2,51.8,18.8,45.7,55.2,32.2,45.4,47.4,16,56.4,67.5,45.7,57,56.2,21.5,4508,2658,5037,1830,2927,3276
2020-21,2020,10,Region 1,46.6,57.4,38.4,48.4,33.5,29.5,41.1,50.3,31.4,45.1,30.2,26.4,52.1,64.5,45.4,51.8,36.7,32.7,4849,3506,1537,5125,4496,1155
2020-21,2020,10,Region 10,38.7,62.2,38.6,48.1,49.2,29.9,32.9,58.6,33.3,42.4,42.9,25.4,44.4,65.7,44,53.8,55.5,34.4,3483,4654,4824,2874,1594,1978
2020-21,2020,10,Region 2,45.3,61.1,37.8,49.8,40,25.9,41.1,54.1,32.8,44.6,33.4,18.5,49.5,68.1,42.8,55,46.6,33.3,3086,601,2297,3496,252,573
2020-21,2020,10,Region 3,45.5,58.5,42.1,43.7,55.5,39.2,40.4,55,38.4,38.1,50.9,33.3,50.7,62,45.7,49.3,60.2,45.1,4787,3288,1624,2596,4693,5500
2020-21,2020,10,Region 4,45.3,47.6,30.7,47.6,49.6,32,41.3,42,26.9,40.1,45.3,29.3,49.3,53.1,34.5,55,53.9,34.8,1247,5053,3975,4520,2286,4638
2020-21,2020,10,Region 5,39.7,53.6,44,50,47.4,32.7,33.9,47.9,41.5,45.4,43.3,27.9,45.5,59.4,46.6,54.7,51.5,37.5,4923,4214,2034,3841,4827,1069
2020-21,2020,10,Region 6,36.6,59.6,34.8,52.1,49.9,27.9,32.9,52.2,29.4,48.9,45.6,23.1,40.3,67,40.2,55.3,54.1,32.7,4037,3538,1915,3795,5361,854
2020-21,2020,10,Region 7,46.6,61.4,43.6,49.7,49.1,28.8,43.8,56.1,37.8,46.4,43.9,23.4,49.4,66.6,49.5,52.9,54.3,34.1,542,3267,2170,3772,2459,3327
2020-21,2020,10,Region 8,46.3,61.7,37.7,48.1,42.3,34.2,43.4,58.3,32.6,42.4,38.9,26.9,49.2,65.1,42.8,53.8,45.8,41.6,2334,2947,4561,2208,777,2748
2020-21,2020,10,Region 9,42,56.9,42.6,55.9,45,35.8,38.3,53.9,38.7,50.9,41.4,28.4,45.7,60,46.6,60.9,48.6,43.3,3562,4702,1186,1725,941,2862
2020-21,2020,11,National,48.1,70.5,40.6,55.3,41.2,25.2,45,64.2,35.5,51.6,34.9,19.9,51.2,76.8,45.6,59.1,47.5,30.5,829,2240,1036,3860,3907,1787
2020-21,2020,11,Region 1,34.4,61.6,39.1,54.6,45.2,25.5,31.5,56.1,34.3,48.7,38.9,20.5,37.3,67.1,43.9,60.6,51.4,30.5,1221,4631,5493,3409,3670,4910
2020-21,2020,11,Region 10,45.1,56.7,42.3,47.7,48.7,34.4,38.1,50.7,37.9,42.4,41.6,30.8,52.1,62.7,46.7,53,55.8,38,1830,2657,2850,4824,1456,1877
2020-21,2020,11,Region 2,46.7,62.2,35.1,47.4,43.2,32.8,41.8,55.1,28.4,44.7,36.5,29.4,51.7,69.2,41.7,50.2,49.9,36.2,5491,422,2017,3341,4303,4299
2020-21,2020,11,Region 3,47.8,66.9,39.5,54.1,47.7,30.5,40.7,61.1,34.4,49.4,40.3,24.7,55,72.6,44.6,58.8,55.2,36.3,4378,2551,1893,3482,314,2208
2020-21,2020,11,Region 4,43.2,58.4,40.8,51.1,39.9,31.6,40,54.5,36.1,46.5,35.2,24.2,46.5,62.3,45.6,55.6,44.6,38.9,594,1103,5040,2003,1436,2273
2020-21,2020,11,Region 5,42.8,55.6,43.2,53,53.5,31.7,35.7,50.9,38.4,49.9,50.6,25.9,50,60.2,47.9,56.2,56.5,37.4,4916,620,2641,2250,1729,5177
2020-21,2020,11,Region 6,51.3,66.5,39.3,57.9,47.9,34.2,44.7,59.4,35.4,51.3,41.2,31.3,58,73.5,43.2,64.5,54.6,37,3972,3438,3994,726,2448,1522
2020-21,2020,11,Region 7,51.5,58.4,38,52.8,42.4,31.3,45.7,55.8,35.1,47.1,36,27,57.4,61.1,40.8,58.6,48.8,35.5,3387,2422,4656,4709,563,3893
2020-21,2020,11,Region 8,38.7,60.5,41.9,54.1,43.3,33.4,32.6,57,35.1,49.9,36.9,30.4,44.8,64,48.7,58.4,49.7,36.5,497,3504,997,2464,2482,2419
2020-21,2020,11,Region 9,40.9,65,36.9,49.6,51.4,30.9,37.9,61.6,30.3,43.7,48.5,25.4,43.9,68.3,43.4,55.5,54.3,36.5,4366,5117,772,4364,4238,337
2020-21,2020,12,National,44.1,65.8,42.4,51.1,48.5,27.7,40.3,62.2,35.3,45.3,42.9,20.7,48,69.3,49.4,57,54.2,34.7,4401,4261,2260,294,582,4362
2020-21,2020,12,Region 1,46.6,61.9,41.1,49.4,49.5,35,41.4,56.4,34.6,46.6,43.5,29.8,51.8,67.4,47.5,52.1,55.5,40.2,3087,2877,2561,1438,2268,2958
2020-21,2020,12,Region 10,46.9,65.6,34.1,56.1,46.5,24,43.9,62.4,29,52.9,43.9,18.4,49.9,68.7,39.2,59.4,49.1,29.6,3266,2356,5178,3195,2943,3456
2020-21,2020,12,Region 2,37.4,50.1,44.8,53.9,43.2,22.6,31.6,45.3,38.5,49.3,36.7,18.6,43.2,54.8,51.2,58.4,49.7,26.6,1247,1028,4521,2604,1184,5311
2020-21,2020,12,Region 3,45,62.7,36.9,51.9,50.3,31.8,38.3,57.9,29.7,45.7,43.1,25.9,51.6,67.4,44.1,58.1,57.4,37.7,3061,1704,5316,1622,1957,3012
2020-21,2020,12,Region 4,47.5,55.4,40.9,49.8,43.1,27.2,42.7,48,37.4,44.2,36.9,19.9,52.2,62.7,44.5,55.3,49.2,34.5,1613,1369,5352,600,1282,1703
2020-21,2020,12,Region 5,47.9,56.4,33.6,52.4,55.9,29.6,42.8,49.3,29.1,48.3,51,24.8,53,63.5,38,56.6,60.8,34.4,5363,2105,2877,450,5392,2427
2020-21,2020,12,Region 6,49.5,58.1,39.2,44.7,43.6,31.3,44.7,52.1,33.5,41.2,38.8,27.3,54.2,64.1,44.9,48.1,48.4,35.3,1488,786,1355,4388,4864,3530
2020-21,2020,12,Region 7,46.1,58.4,37.3,58.7,54.7,34,38.7,53.7,30.4,51.8,51.8,29.6,53.5,63.1,44.3,65.7,57.6,38.5,3958,787,4100,611,587,423
2020-21,2020,12,Region 8,43.7,66,38.8,49.6,45.3,36.6,40.9,58.7,34.8,46.1,41.8,29.8,46.6,73.3,42.8,53.1,48.8,43.3,4609,1752,951,740,1009,1438
2020-21,2020,12,Region 9,45.6,64.6,39.7,50.5,46.2,32.7,39.1,62.1,34.3,47.7,41.6,28.2,52.1,67.1,45.2,53.2,50.8,37.2,1331,2510,1498,1875,3899,662
2021-22,2021,1,National,15,37.9,12,24,16.1,1.4,8.9,32.8,6.4,17.4,9.3,0,21,42.9,17.6,30.6,23,5,2067,1461,3639,2876,1483,5346
2021-22,2021,1,Region 1,9.4,33.9,4.8,27.4,15.7,2.7,5.2,27.1,0,20.2,11.1,0,13.7,40.8,11.7,34.5,20.3,9.7,5314,2499,5306,2973,2091,2019
2021-22,2021,1,Region 10,11,35.2,1.6,14.3,6.6,1.2,7.6,31.5,0,9.5,0.5,0,14.4,38.8,4.8,19.2,12.6,4.8,4457,293,787,1497,4714,5142
