season,season_start_year,month,geography,estimate_50_64_years,estimate_ge_65_years,estimate_6_months_4_years,estimate_5_12_years,estimate_13_17_years,estimate_18_49_years,ci_lower_50_64_years,ci_lower_ge_65_years,ci_lower_6_months_4_years,ci_lower_5_12_years,ci_lower_13_17_years,ci_lower_18_49_years,ci_upper_50_64_years,ci_upper_ge_65_years,ci_upper_6_months_4_years,ci_upper_5_12_years,ci_upper_13_17_years,ci_upper_18_49_years,sample_size_50_64_years,sample_size_ge_65_years,sample_size_6_months_4_years,sample_size_5_12_years,sample_size_13_17_years,sample_size_18_49_years
2017-18,2017,3,United States,38.9,58.3,66.5,58.7,46.6,26.3,38.1,57.5,65.3,57.8,45.4,25.7,39.7,59.1,67.7,59.6,47.8,26.9,92669,111988,39205,52323,31533,108486
2017-18,2017,4,Region 1,43.3,58.6,76.8,72.2,64,32.5,41.1,56.1,73.6,69.7,60.1,30.7,45.5,61.1,80,74.7,67.9,34.3,10718,12833,3784,6190,2575,9679
2017-18,2017,4,Region 10,42.7,60.5,67.8,56.5,48.7,30.5,40.5,58.5,63.9,53.3,44.5,28.9,44.9,62.5,71.7,59.7,52.9,32.1,4755,6068,2208,2883,1990,6190
2017-18,2017,4,Region 2,39.9,57.9,75,69.2,53.2,25.7,37.5,55.5,71.8,66.3,48.6,23.9,42.3,60.3,78.2,72.1,57.8,27.5,7557,7745,2399,3043,1701,9117
2017-18,2017,4,Region 3,44.8,60.6,76.2,65.5,52.3,34.1,42.1,57.7,73.3,63,49.2,31.7,47.5,63.5,79.1,68,55.4,36.5,9502,11502,5535,7492,4445,9855
2017-18,2017,4,Region 4,38.4,61.2,62.1,53.6,41.9,22.8,36.8,59.6,59.6,51.8,39.5,21.6,40,62.8,64.6,55.4,44.3,24,13135,16910,6242,8946,4517,15414
2017-18,2017,4,Region 5,38.5,58.2,66,58.2,43.5,26.6,37.1,56.8,63.3,56.2,41.1,25.4,39.9,59.6,68.7,60.2,45.9,27.8,14615,16860,4403,5861,3735,16551
2017-18,2017,4,Region 6,34.6,54.1,65.1,60,48.8,23.8,31.9,50.8,62.6,57.8,46.5,21.8,37.3,57.4,67.6,62.2,51.1,25.8,6663,9008,6457,7311,5793,7994
2017-18,2017,4,Region 7,40.4,63.9,63.6,56.5,44.4,30.7,38,61.9,59.7,53.5,40.9,28.7,42.8,65.9,67.5,59.5,47.9,32.7,9976,12334,1956,2402,1760,12085
2017-18,2017,4,Region 8,40.7,59.8,68.1,57.3,43.4,30.7,38.9,58,64.8,54.5,39.9,29.1,42.5,61.6,71.4,60.1,46.9,32.3,8439,10127,3404,4360,2782,11148
2017-18,2017,4,Region 9,38.2,58.2,66.6,57.1,46.4,25.2,35.8,55.7,61.6,53.3,42,23.6,40.6,60.7,71.6,60.9,50.8,26.8,7309,8601,2817,3835,2235,10453
2017-18,2017,4,United States,39.3,59.1,67.4,59.2,47,26.7,38.5,58.3,66.2,58.3,45.8,26.1,40.1,59.9,68.6,60.1,48.2,27.3,92669,111988,39205,52323,31533,108486
2017-18,2017,5,Region 1,43.8,58.8,76.9,72.4,64.1,32.6,41.4,56.3,73.7,69.9,60.2,30.8,46.2,61.3,80.1,74.9,68,34.4,10718,12833,3784,6190,2575,9679
2017-18,2017,5,Region 10,43.6,61.1,67.8,56.7,48.7,31,41.2,59.1,63.9,53.5,44.5,29.2,46,63.1,71.7,59.9,52.9,32.8,4755,6068,2208,2883,1990,6190
2017-18,2017,5,Region 2,40.2,57.9,75.1,69.5,53.6,26.2,37.8,55.5,71.9,66.6,49,24.4,42.6,60.3,78.3,72.4,58.2,28,7557,7745,2399,3043,1701,9117
2017-18,2017,5,Region 3,44.8,61.4,76.4,65.9,53.2,34.1,42.1,58.1,73.5,63.4,49.8,31.7,47.5,64.7,79.3,68.4,56.6,36.5,9502,11502,5535,7492,4445,9855
2017-18,2017,5,Region 4,39.2,62.3,62.7,53.8,42.6,23,37.4,60.5,60.1,52,40,21.8,41,64.1,65.3,55.6,45.2,24.2,13135,16910,6242,8946,4517,15414
2017-18,2017,5,Region 5,38.6,58.7,66.6,58.6,43.5,26.8,37.2,57.3,63.9,56.6,41.1,25.6,40,60.1,69.3,60.6,45.9,28,14615,16860,4403,5861,3735,16551
2017-18,2017,5,Region 6,35,54.3,65.3,60.3,48.8,23.8,32.3,51,62.8,58.1,46.5,21.8,37.7,57.6,67.8,62.5,51.1,25.8,6663,9008,6457,7311,5793,7994
2017-18,2017,5,Region 7,40.5,64,63.6,56.5,44.4,30.8,38.1,62,59.7,53.5,40.9,28.8,42.9,66,67.5,59.5,47.9,32.8,9976,12334,1956,2402,1760,12085
2017-18,2017,5,Region 8,41.2,60.6,68.3,57.5,43.4,30.7,39.2,58.6,65,54.7,39.9,29.1,43.2,62.6,71.6,60.3,46.9,32.3,8439,10127,3404,4360,2782,11148
2017-18,2017,5,Region 9,38.5,58.4,67,57.1,46.6,25.5,36.1,55.9,62,53.3,42.2,23.9,40.9,60.9,72,60.9,51,27.1,7309,8601,2817,3835,2235,10453
2017-18,2017,5,United States,39.7,59.6,67.7,59.5,47.3,26.9,38.9,58.8,66.5,58.6,46.1,26.3,40.5,60.4,68.9,60.4,48.5,27.5,92669,111988,39205,52323,31533,108486
2017-18,2017,7,Region 1,,0.1,1.8,1.2,,,,0.1,1.1,0.8,,,,0.1,2.5,1.6,,,,12833,3784,6190,,
2017-18,2017,7,Region 10,,,1.6,0.9,,,,,0.8,0.4,,,,,2.4,1.4,,,,,2208,2883,,
2017-18,2017,7,Region 2,0.1,,3.2,1.5,1.7,0.4,0.1,,2.2,1,1,0.2,0.1,,4.2,2,2.4,0.6,7557,,2399,3043,1701,9117
2017-18,2017,7,Region 3,,,1.6,0.9,0.6,,,,1.1,0.5,0.3,,,,2.1,1.3,0.9,,,,5535,7492,4445,
2017-18,2017,7,Region 4,,0.5,2.9,1.6,1.4,,,0.3,2.2,1.2,0.9,,,0.7,3.6,2,1.9,,,16910,6242,8946,4517,
2017-18,2017,7,Region 5,0.1,,1.5,1,0.7,0.2,0.1,,1.1,0.7,0.4,0.2,0.1,,1.9,1.3,1,0.2,14615,,4403,5861,3735,16551
2017-18,2017,7,Region 6,,,2.2,1.7,1.5,,,,1.6,1.2,1,,,,2.8,2.2,2,,,,6457,7311,5793,
2017-18,2017,7,Region 7,,,1.9,,,,,,1,,,,,,2.8,,,,,,1956,,,
2017-18,2017,7,Region 8,,0.1,1.2,0.9,,,,0.1,0.6,0.4,,,,0.1,1.8,1.4,,,,10127,3404,4360,,
2017-18,2017,7,Region 9,0.4,,,1.4,1.9,0.4,0.2,,,0.7,0.8,0.2,0.6,,,2.1,3,0.6,7309,,,3835,2235,10453
2017-18,2017,7,United States,0.2,0.3,2.1,1.3,1.2,0.3,0.2,0.3,1.8,1.1,0.9,0.3,0.2,0.3,2.4,1.5,1.5,0.3,92669,111988,39205,52323,31533,108486
2017-18,2017,8,Region 1,0.9,1.4,6.3,4.6,4.6,1.2,0.5,1,4.9,3.7,3.2,0.8,1.3,1.8,7.7,5.5,6,1.6,10718,12833,3784,6190,2575,9679
2017-18,2017,8,Region 10,1.1,1.3,6.3,4.7,2.9,1.1,0.7,0.9,4.4,3.5,1.2,0.7,1.5,1.7,8.2,5.9,4.6,1.5,4755,6068,2208,2883,1990,6190
2017-18,2017,8,Region 2,1.2,1.6,9.6,5.6,5.1,1.4,0.8,1.2,7.9,4.7,3.8,1,1.6,2,11.3,6.5,6.4,1.8,7557,7745,2399,3043,1701,9117
2017-18,2017,8,Region 3,1.1,2.4,7.1,4.6,3.8,1.5,0.7,1.6,5.9,3.8,2.8,1.1,1.5,3.2,8.3,5.4,4.8,1.9,9502,11502,5535,7492,4445,9855
2017-18,2017,8,Region 4,1.2,2.5,9,6.2,5.4,1.1,0.8,2.1,7.9,5.5,4.4,0.9,1.6,2.9,10.1,6.9,6.4,1.3,13135,16910,6242,8946,4517,15414
2017-18,2017,8,Region 5,1.1,2,5.8,4.6,4.3,1,0.9,1.8,4.9,3.9,3.5,0.8,1.3,2.2,6.7,5.3,5.1,1.2,14615,16860,4403,5861,3735,16551
2017-18,2017,8,Region 6,1.5,1.9,7.5,7.4,6.7,1.3,0.7,1.1,6.4,6.4,5.6,0.9,2.3,2.7,8.6,8.4,7.8,1.7,6663,9008,6457,7311,5793,7994
2017-18,2017,8,Region 7,1,1.3,6.1,4.8,3.9,1.2,0.6,0.9,4.6,3.6,2.7,0.8,1.4,1.7,7.6,6,5.1,1.6,9976,12334,1956,2402,1760,12085
2017-18,2017,8,Region 8,0.9,1.4,5.5,3.8,2.8,1.4,0.7,1,3.8,2.9,1.8,1,1.1,1.8,7.2,4.7,3.8,1.8,8439,10127,3404,4360,2782,11148
2017-18,2017,8,Region 9,1.7,2.7,7.7,5.5,7.2,1.4,1.3,2.1,5.6,4.2,5.1,1,2.1,3.3,9.8,6.8,9.3,1.8,7309,8601,2817,3835,2235,10453
2017-18,2017,8,United States,1.2,2.1,7.4,5.5,5.3,1.3,1,1.9,6.9,5.2,4.8,1.1,1.4,2.3,7.9,5.8,5.8,1.5,92669,111988,39205,52323,31533,108486
2017-18,2017,9,Region 1,8.1,11.4,22.1,16.8,14.3,5.4,6.9,10.2,19.6,15.2,12.1,4.6,9.3,12.6,24.6,18.4,16.5,6.2,10718,12833,3784,6190,2575,9679
2017-18,2017,9,Region 10,7.9,12.7,16.5,14.7,11,6.1,6.9,11.7,13.9,12.8,8.6,5.3,8.9,13.7,19.1,16.6,13.4,6.9,4755,6068,2208,2883,1990,6190
2017-18,2017,9,Region 2,7.8,13.6,25.7,21.3,16.2,5.7,6.8,12.2,23.3,19.4,14.1,4.9,8.8,15,28.1,23.2,18.3,6.5,7557,7745,2399,3043,1701,9117
2017-18,2017,9,Region 3,8.4,16.1,22.5,16.8,12.4,6.4,7.4,13.9,20.4,15.3,10.7,5.6,9.4,18.3,24.6,18.3,14.1,7.2,9502,11502,5535,7492,4445,9855
2017-18,2017,9,Region 4,6.1,13.6,19.3,15,12.5,4.4,5.5,12.6,17.8,14,11.1,3.8,6.7,14.6,20.8,16,13.9,5,13135,16910,6242,8946,4517,15414
2017-18,2017,9,Region 5,7.2,12.5,15.6,14.7,11.2,5,6.6,11.7,14.2,13.5,9.9,4.6,7.8,13.3,17,15.9,12.5,5.4,14615,16860,4403,5861,3735,16551
2017-18,2017,9,Region 6,6.7,11.1,18.5,17,14.8,5.1,5.5,9.5,16.8,15.6,13.3,4.1,7.9,12.7,20.2,18.4,16.3,6.1,6663,9008,6457,7311,5793,7994
2017-18,2017,9,Region 7,6.7,12.5,15.8,14,10.7,5.1,5.7,11.5,13.6,12.2,8.8,4.5,7.7,13.5,18,15.8,12.6,5.7,9976,12334,1956,2402,1760,12085
2017-18,2017,9,Region 8,6.7,11.2,17.9,13.1,8.4,5.3,5.9,10.2,15.4,11.4,6.8,4.7,7.5,12.2,20.4,14.8,10,5.9,8439,10127,3404,4360,2782,11148
2017-18,2017,9,Region 9,8.6,15.4,19.2,15.1,16,4.9,7.4,13.8,16.1,12.9,13,4.3,9.8,17,22.3,17.3,19,5.5,7309,8601,2817,3835,2235,10453
2017-18,2017,9,United States,7.3,13.3,19.2,15.9,13.3,5.2,6.9,12.9,18.5,15.4,12.6,5,7.7,13.7,19.9,16.4,14,5.4,92669,111988,39205,52323,31533,108486
2017-18,2017,10,Region 1,24.8,34.6,45.2,39.2,35.2,17.2,23.2,32.6,42.2,37,32.1,15.8,26.4,36.6,48.2,41.4,38.3,18.6,10718,12833,3784,6190,2575,9679
2017-18,2017,10,Region 10,26.7,39,39.7,34.4,27.4,16.5,24.9,37.2,36.2,31.7,24.1,15.3,28.5,40.8,43.2,37.1,30.7,17.7,4755,6068,2208,2883,1990,6190
2017-18,2017,10,Region 2,23,37.5,45.8,40,32.2,14.2,21.4,35.5,42.9,37.7,29.3,13,24.6,39.5,48.7,42.3,35.1,15.4,7557,7745,2399,3043,1701,9117
2017-18,2017,10,Region 3,28.5,42.4,46.1,38.8,31.5,18.6,26.3,39.9,43.4,36.7,28.9,17.2,30.7,44.9,48.8,40.9,34.1,20,9502,11502,5535,7492,4445,9855
2017-18,2017,10,Region 4,22.2,38.4,36.7,32,26.3,12.6,21,37,34.9,30.6,24.5,11.8,23.4,39.8,38.5,33.4,28.1,13.4,13135,16910,6242,8946,4517,15414
2017-18,2017,10,Region 5,23.9,38,38.3,34.6,28,14.8,22.9,36.8,36.3,33,26,14,24.9,39.2,40.3,36.2,30,15.6,14615,16860,4403,5861,3735,16551
2017-18,2017,10,Region 6,21,34.7,38.2,36.1,29.2,13,18.8,32.2,36.1,34.3,27.4,11.6,23.2,37.2,40.3,37.9,31,14.4,6663,9008,6457,7311,5793,7994
2017-18,2017,10,Region 7,25.9,42.4,41.9,37.5,30.2,18.1,24.1,40.6,38.6,34.9,27,16.7,27.7,44.2,45.2,40.1,33.4,19.5,9976,12334,1956,2402,1760,12085
2017-18,2017,10,Region 8,26.1,40.6,43.9,37,26.4,17.1,24.7,39,40.7,34.5,23.6,16.1,27.5,42.2,47.1,39.5,29.2,18.1,8439,10127,3404,4360,2782,11148
2017-18,2017,10,Region 9,21.4,35.4,34.5,32.5,28.2,12.3,19.6,33.2,30.6,29.5,24.5,11.3,23.2,37.6,38.4,35.5,31.9,13.3,7309,8601,2817,3835,2235,10453
2017-18,2017,10,United States,23.6,37.9,39.4,35.2,28.8,14.5,23,37.3,38.5,34.5,27.9,14.1,24.2,38.5,40.3,35.9,29.7,14.9,92669,111988,39205,52323,31533,108486
2017-18,2017,11,Region 1,34.3,47.1,60.9,57.3,49.8,24.4,32.3,44.9,57.8,54.9,46.4,22.8,36.3,49.3,64,59.7,53.2,26,10718,12833,3784,6190,2575,9679
2017-18,2017,11,Region 10,35.3,50.5,53.8,44.8,36.4,22.6,33.3,48.7,50.1,42,32.8,21.2,37.3,52.3,57.5,47.6,40,24,4755,6068,2208,2883,1990,6190
2017-18,2017,11,Region 2,30.1,48,59.6,53.2,41.5,19.5,28.1,45.8,56.6,50.7,38.4,18.1,32.1,50.2,62.6,55.7,44.6,20.9,7557,7745,2399,3043,1701,9117
2017-18,2017,11,Region 3,36.3,52.7,60.7,50.8,44,25.2,33.9,50,58,48.6,41,23.4,38.7,55.4,63.4,53,47,27,9502,11502,5535,7492,4445,9855
2017-18,2017,11,Region 4,29.8,49.9,48,41.9,33.3,17.2,28.4,48.5,46,40.4,31.3,16.2,31.2,51.3,50,43.4,35.3,18.2,13135,16910,6242,8946,4517,15414
2017-18,2017,11,Region 5,31.3,49.3,50.2,46.9,35.5,20.6,30.1,48.1,48,45.1,33.4,19.6,32.5,50.5,52.4,48.7,37.6,21.6,14615,16860,4403,5861,3735,16551
2017-18,2017,11,Region 6,27,43.2,50.7,46.9,38.1,17.1,24.6,40.5,48.5,45,36.1,15.5,29.4,45.9,52.9,48.8,40.1,18.7,6663,9008,6457,7311,5793,7994
2017-18,2017,11,Region 7,33.7,54.3,51.4,47,37.8,24.7,31.7,52.5,48,44.3,34.4,23.1,35.7,56.1,54.8,49.7,41.2,26.3,9976,12334,1956,2402,1760,12085
2017-18,2017,11,Region 8,33.7,51.1,57.4,48,35,23.2,32.1,49.5,54.2,45.4,32,22,35.3,52.7,60.6,50.6,38,24.4,8439,10127,3404,4360,2782,11148
2017-18,2017,11,Region 9,28.4,46.4,48.3,42.7,36.2,17.3,26.4,44,44.1,39.5,32.3,16.1,30.4,48.8,52.5,45.9,40.1,18.5,7309,8601,2817,3835,2235,10453
2017-18,2017,11,United States,31,48.8,52.2,46.4,37.4,19.8,30.4,48,51.2,45.6,36.4,19.4,31.6,49.6,53.2,47.2,38.4,20.2,92669,111988,39205,52323,31533,108486
2017-18,2017,12,Region 1,37.9,51.3,67.9,63.9,54.8,27.8,35.9,49.1,64.8,61.5,51.4,26,39.9,53.5,71,66.3,58.2,29.6,10718,12833,3784,6190,2575,9679
2017-18,2017,12,Region 10,37.3,54.1,59.2,49.9,41.4,25.2,35.3,52.3,55.5,47,37.6,23.8,39.3,55.9,62.9,52.8,45.2,26.6,4755,6068,2208,2883,1990,6190
2017-18,2017,12,Region 2,33.2,51.1,67,59.7,46.2,21.1,31.2,48.9,64,57.2,42.9,19.7,35.2,53.3,70,62.2,49.5,22.5,7557,7745,2399,3043,1701,9117
2017-18,2017,12,Region 3,38.8,55.3,66,55.7,47.1,27.9,36.3,52.6,63.3,53.5,44.1,25.9,41.3,58,68.7,57.9,50.1,29.9,9502,11502,5535,7492,4445,9855
2017-18,2017,12,Region 4,32.4,53.8,52.9,45.7,36.3,18.8,31,52.4,50.8,44.1,34.2,17.8,33.8,55.2,55,47.3,38.4,19.8,13135,16910,6242,8946,4517,15414
2017-18,2017,12,Region 5,33.9,52.7,55.9,51.3,38.9,22.7,32.7,51.5,53.6,49.5,36.7,21.7,35.1,53.9,58.2,53.1,41.1,23.7,14615,16860,4403,5861,3735,16551
2017-18,2017,12,Region 6,30.2,46.1,56.6,51.9,42.8,18.3,27.7,43.4,54.3,49.9,40.7,16.7,32.7,48.8,58.9,53.9,44.9,19.9,6663,9008,6457,7311,5793,7994
2017-18,2017,12,Region 7,35.9,58.2,56.3,50.9,41.1,26.5,33.7,56.4,52.8,48.1,37.7,24.9,38.1,60,59.8,53.7,44.5,28.1,9976,12334,1956,2402,1760,12085
2017-18,2017,12,Region 8,36.1,53.9,61.9,52.1,39.2,25.6,34.3,52.3,58.8,49.5,36,24.4,37.9,55.5,65,54.7,42.4,26.8,8439,10127,3404,4360,2782,11148
2017-18,2017,12,Region 9,31.7,50.6,55.3,46.7,40.8,20,29.5,48.2,51,43.4,36.7,18.6,33.9,53,59.6,50,44.9,21.4,7309,8601,2817,3835,2235,10453
2017-18,2017,12,United States,33.8,52.3,58,51,41.4,21.9,33.2,51.5,57,50.2,40.3,21.5,34.4,53.1,59,51.8,42.5,22.3,92669,111988,39205,52323,31533,108486
2018-19,2018,1,Region 1,49.7,66.9,78.1,70.8,63.2,37.1,47.9,65.3,74.9,68.5,60.2,35.5,51.5,68.5,81.3,73.1,66.2,38.7,10668,13636,4089,5855,3263,9776
2018-19,2018,1,Region 10,45.6,64.2,66.5,57.6,45.3,33.6,43.6,62.4,62.7,54.7,41.3,32,47.6,66,70.3,60.5,49.3,35.2,5223,6871,2290,2926,1975,7071
2018-19,2018,1,Region 2,45.9,58.8,75.3,64.9,59.8,33.9,43.2,56.4,72.4,62.3,56.4,31.5,48.6,61.2,78.2,67.5,63.2,36.3,5472,6363,2924,3509,1875,6642
2018-19,2018,1,Region 3,49.2,67.7,77.2,65.5,56.1,35.1,47.4,65.9,75,63.6,53.3,33.5,51,69.5,79.4,67.4,58.9,36.7,10239,12388,7411,10028,4356,11148
2018-19,2018,1,Region 4,39.1,59.5,62,55.8,46,27.7,37.3,57.9,59.8,54.1,43.7,26.3,40.9,61.1,64.2,57.5,48.3,29.1,12747,17631,7511,10301,5040,15319
2018-19,2018,1,Region 5,44.8,63,65.8,56.5,45.9,31.2,43.2,61.6,63.7,54.8,43.7,30,46.4,64.4,67.9,58.2,48.1,32.4,11367,14109,5324,6990,4004,13599
2018-19,2018,1,Region 6,42.8,61.7,65.2,58.2,48.4,29.4,40.3,59.5,63,56.2,46.3,27.6,45.3,63.9,67.4,60.2,50.5,31.2,6639,9402,7190,7649,6259,8385
2018-19,2018,1,Region 7,47.7,67.8,68.7,60.4,47,35.9,45.9,66.4,65.4,57.7,43.6,34.3,49.5,69.2,72,63.1,50.4,37.5,8701,11898,2527,3190,2031,10761
2018-19,2018,1,Region 8,46.8,62.8,65.4,59.3,46.9,32.8,45.2,61.4,62.3,56.9,43.6,31.6,48.4,64.2,68.5,61.7,50.2,34,9444,12390,3857,4907,2861,12613
2018-19,2018,1,Region 9,39.4,61.5,69.4,58.8,45,27.9,36.9,59,64.9,55.1,40.5,26.1,41.9,64,73.9,62.5,49.5,29.7,5754,7367,3125,3786,2305,8525
2018-19,2018,1,United States,43.6,62.6,68,59.3,48.9,30.9,42.8,62,66.9,58.5,47.8,30.3,44.4,63.2,69.1,60.1,50,31.5,86254,112055,46248,59141,33969,103839
2018-19,2018,2,Region 1,51.1,69,80.4,73,65.6,39.3,49.3,67.4,77.3,70.6,62.6,37.5,52.9,70.6,83.5,75.4,68.6,41.1,10668,13636,4089,5855,3263,9776
2018-19,2018,2,Region 10,47.4,66.4,70.1,60.1,47.7,35.6,45.2,64.6,66.1,57,43.6,33.8,49.6,68.2,74.1,63.2,51.8,37.4,5223,6871,2290,2926,1975,7071
2018-19,2018,2,Region 2,47.9,62.7,78,66.7,61.2,36.6,45.2,60.2,75,64.1,57.7,34.1,50.6,65.2,81,69.3,64.7,39.1,5472,6363,2924,3509,1875,6642
2018-19,2018,2,Region 3,51.3,70,79.6,67.3,57.7,37.2,49.3,68.2,77.4,65.3,54.8,35.6,53.3,71.8,81.8,69.3,60.6,38.8,10239,12388,7411,10028,4356,11148
2018-19,2018,2,Region 4,41,62.1,64.3,57.6,46.9,29.5,39.2,60.5,62.1,55.8,44.6,28.1,42.8,63.7,66.5,59.4,49.2,30.9,12747,17631,7511,10301,5040,15319
2018-19,2018,2,Region 5,46,64.8,67.9,58.6,46.7,33.1,44.4,63.4,65.7,56.8,44.4,31.7,47.6,66.2,70.1,60.4,49,34.5,11367,14109,5324,6990,4004,13599
2018-19,2018,2,Region 6,44.9,64.6,69.1,60.6,50.1,30.9,42.4,62.2,66.8,58.5,48,28.9,47.4,67,71.4,62.7,52.2,32.9,6639,9402,7190,7649,6259,8385
2018-19,2018,2,Region 7,49,69.4,70.2,61.4,47.6,37.4,47.2,68,66.9,58.7,44.2,35.8,50.8,70.8,73.5,64.1,51,39,8701,11898,2527,3190,2031,10761
2018-19,2018,2,Region 8,48.4,65,68.1,60.1,48.8,34.4,46.8,63.6,64.9,57.6,45.4,33,50,66.4,71.3,62.6,52.2,35.8,9444,12390,3857,4907,2861,12613
2018-19,2018,2,Region 9,41.3,63.8,71.2,60.4,46.9,29.8,38.6,61.3,66.6,56.6,42.2,28,44,66.3,75.8,64.2,51.6,31.6,5754,7367,3125,3786,2305,8525
2018-19,2018,2,United States,45.4,65,70.5,61.2,50.3,32.8,44.6,64.2,69.4,60.3,49.1,32.2,46.2,65.8,71.6,62.1,51.5,33.4,86254,112055,46248,59141,33969,103839
2018-19,2018,3,Region 1,52.1,70.5,82.6,73.3,67.2,40.1,50.1,68.9,79.3,70.9,64,38.3,54.1,72.1,85.9,75.7,70.4,41.9,10668,13636,4089,5855,3263,9776
2018-19,2018,3,Region 10,49,67.9,71.8,61.1,47.8,36.6,46.8,66.1,67.7,58,43.7,34.8,51.2,69.7,75.9,64.2,51.9,38.4,5223,6871,2290,2926,1975,7071
2018-19,2018,3,Region 2,48.5,63.8,79.4,69.3,62,37.3,45.8,61.3,76.3,66.5,58.5,34.8,51.2,66.3,82.5,72.1,65.5,39.8,5472,6363,2924,3509,1875,6642
2018-19,2018,3,Region 3,52.3,71.4,80.3,68.7,58.4,38.6,50.3,69.6,78.1,66.6,55.4,37,54.3,73.2,82.5,70.8,61.4,40.2,10239,12388,7411,10028,4356,11148
2018-19,2018,3,Region 4,42.8,64.2,66,58.6,47.7,30.6,40.6,62.6,63.7,56.8,45.3,29.2,45,65.8,68.3,60.4,50.1,32,12747,17631,7511,10301,5040,15319
2018-19,2018,3,Region 5,46.6,66.2,69.6,60,47.6,33.9,45,64.8,67.3,58.1,45.3,32.5,48.2,67.6,71.9,61.9,49.9,35.3,11367,14109,5324,6990,4004,13599
2018-19,2018,3,Region 6,46.1,66.2,70.6,62,50.8,31.9,43.4,63.8,68.2,59.9,48.6,29.9,48.8,68.6,73,64.1,53,33.9,6639,9402,7190,7649,6259,8385
2018-19,2018,3,Region 7,49.4,70.4,72.1,62.4,50.7,37.9,47.4,69,68.6,59.6,46.6,36.3,51.4,71.8,75.6,65.2,54.8,39.5,8701,11898,2527,3190,2031,10761
2018-19,2018,3,Region 8,49,66.5,68.5,60.8,49.6,35.5,47.2,65.1,65.2,58.3,46.1,34.1,50.8,67.9,71.8,63.3,53.1,36.9,9444,12390,3857,4907,2861,12613
2018-19,2018,3,Region 9,42.8,65.7,73.7,61.6,47.7,30.9,40.1,63,68.9,57.6,42.9,28.9,45.5,68.4,78.5,65.6,52.5,32.9,5754,7367,3125,3786,2305,8525
2018-19,2018,3,United States,46.6,66.6,72.2,62.5,51.2,33.8,45.8,65.8,71.1,61.6,50,33.2,47.4,67.4,73.3,63.4,52.4,34.4,86254,112055,46248,59141,33969,103839
2018-19,2018,4,Region 1,52.5,71.6,83.1,75.6,67.8,41,50.5,69.8,79.7,72.8,64.5,39.2,54.5,73.4,86.5,78.4,71.1,42.8,10668,13636,4089,5855,3263,9776
2018-19,2018,4,Region 10,49.5,68.9,73.6,61.4,47.9,37,47.1,67.1,69.3,58.2,43.7,35.2,51.9,70.7,77.9,64.6,52.1,38.8,5223,6871,2290,2926,1975,7071
2018-19,2018,4,Region 2,48.8,65.5,79.4,70.8,62.6,38,46.1,63,76.3,67.9,59.1,35.5,51.5,68,82.5,73.7,66.1,40.5,5472,6363,2924,3509,1875,6642
2018-19,2018,4,Region 3,53.2,72.4,81,68.9,59.2,39.1,51.2,70.6,78.7,66.8,56,37.5,55.2,74.2,83.3,71,62.4,40.7,10239,12388,7411,10028,4356,11148
2018-19,2018,4,Region 4,43.1,65,66.7,59.2,48,31.4,40.9,63.4,64.3,57.4,45.6,30,45.3,66.6,69.1,61,50.4,32.8,12747,17631,7511,10301,5040,15319
2018-19,2018,4,Region 5,47.1,67,70.2,60.9,48.3,34.4,45.5,65.6,67.9,58.9,45.9,33,48.7,68.4,72.5,62.9,50.7,35.8,11367,14109,5324,6990,4004,13599
2018-19,2018,4,Region 6,46.9,67.4,71.2,62.6,51.4,32.7,44.2,65,68.8,60.4,49.2,30.7,49.6,69.8,73.6,64.8,53.6,34.7,6639,9402,7190,7649,6259,8385
2018-19,2018,4,Region 7,49.8,71.4,72.9,62.4,51.7,38.6,47.8,69.8,69.3,59.6,47.5,36.8,51.8,73,76.5,65.2,55.9,40.4,8701,11898,2527,3190,2031,10761
2018-19,2018,4,Region 8,49.6,67.4,69.7,61.6,49.9,36.3,47.8,66,66.3,59,46.4,34.9,51.4,68.8,73.1,64.2,53.4,37.7,9444,12390,3857,4907,2861,12613
2018-19,2018,4,Region 9,43.4,67.3,73.9,62.1,47.8,32,40.7,64.6,69.1,58.1,43,30,46.1,70,78.7,66.1,52.6,34,5754,7367,3125,3786,2305,8525
2018-19,2018,4,United States,47.1,67.7,72.8,63.2,51.7,34.6,46.3,66.9,71.6,62.3,50.5,34,47.9,68.5,74,64.1,52.9,35.2,86254,112055,46248,59141,33969,103839
2018-19,2018,5,Region 1,52.9,72.2,85.2,75.7,68.8,42.1,50.9,70.4,81.7,72.9,65.4,40.1,54.9,74,88.7,78.5,72.2,44.1,10668,13636,4089,5855,3263,9776
2018-19,2018,5,Region 10,49.5,69.4,74.7,61.7,47.9,37.1,47.1,67.4,70.3,58.5,43.7,35.3,51.9,71.4,79.1,64.9,52.1,38.9,5223,6871,2290,2926,1975,7071
2018-19,2018,5,Region 2,49.3,66.3,79.5,70.8,63.1,38.6,46.4,63.6,76.4,67.9,59.6,35.9,52.2,69,82.6,73.7,66.6,41.3,5472,6363,2924,3509,1875,6642
2018-19,2018,5,Region 3,53.5,72.7,81.4,69,59.3,39.4,51.5,70.9,79,66.9,56.1,37.8,55.5,74.5,83.8,71.1,62.5,41,10239,12388,7411,10028,4356,11148
2018-19,2018,5,Region 4,43.3,65.2,67.2,59.6,48.4,31.5,41.1,63.6,64.8,57.7,45.9,29.9,45.5,66.8,69.6,61.5,50.9,33.1,12747,17631,7511,10301,5040,15319
